Trajectory - Seconds: 24.84, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.00, Y: -2.20), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: 0.01), 
State(Sec: 15.07, Vel m/s: 1.52, Accel m/s/s: 0.62, Pose: Pose2d(Translation2d(X: 5.71, Y: -2.58), Rotation2d(Rads: -0.93, Deg: -53.56)), Curvature: 0.43), 
State(Sec: 15.12, Vel m/s: 1.55, Accel m/s/s: 0.80, Pose: Pose2d(Translation2d(X: 5.75, Y: -2.64), Rotation2d(Rads: -0.90, Deg: -51.70)), Curvature: 0.41), 
State(Sec: 15.17, Vel m/s: 1.59, Accel m/s/s: 0.99, Pose: Pose2d(Translation2d(X: 5.80, Y: -2.70), Rotation2d(Rads: -0.87, Deg: -49.89)), Curvature: 0.39), 
State(Sec: 15.21, Vel m/s: 1.64, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.86, Y: -2.76), Rotation2d(Rads: -0.84, Deg: -48.14)), Curvature: 0.37), 
State(Sec: 15.26, Vel m/s: 1.69, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.91, Y: -2.82), Rotation2d(Rads: -0.81, Deg: -46.46)), Curvature: 0.35), 
State(Sec: 15.31, Vel m/s: 1.74, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.97, Y: -2.88), Rotation2d(Rads: -0.78, Deg: -44.84)), Curvature: 0.32), 
State(Sec: 15.36, Vel m/s: 1.79, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.03, Y: -2.94), Rotation2d(Rads: -0.76, Deg: -43.31)), Curvature: 0.29), 
State(Sec: 15.41, Vel m/s: 1.84, Accel m/s/s: 0.67, Pose: Pose2d(Translation2d(X: 6.10, Y: -3.00), Rotation2d(Rads: -0.73, Deg: -41.86)), Curvature: 0.27), 
State(Sec: 15.46, Vel m/s: 1.87, Accel m/s/s: 0.17, Pose: Pose2d(Translation2d(X: 6.17, Y: -3.06), Rotation2d(Rads: -0.71, Deg: -40.51)), Curvature: 0.24), 
State(Sec: 15.51, Vel m/s: 1.88, Accel m/s/s: 0.12, Pose: Pose2d(Translation2d(X: 6.24, Y: -3.12), Rotation2d(Rads: -0.68, Deg: -39.23)), Curvature: 0.23), 
State(Sec: 15.56, Vel m/s: 1.89, Accel m/s/s: 0.07, Pose: Pose2d(Translation2d(X: 6.32, Y: -3.18), Rotation2d(Rads: -0.66, Deg: -38.01)), Curvature: 0.21), 
State(Sec: 15.62, Vel m/s: 1.89, Accel m/s/s: 0.03, Pose: Pose2d(Translation2d(X: 6.40, Y: -3.24), Rotation2d(Rads: -0.64, Deg: -36.82)), Curvature: 0.21), 
State(Sec: 15.67, Vel m/s: 1.89, Accel m/s/s: -0.43, Pose: Pose2d(Translation2d(X: 6.48, Y: -3.30), Rotation2d(Rads: -0.62, Deg: -35.64)), Curvature: 0.20), 
State(Sec: 15.72, Vel m/s: 1.87, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.56, Y: -3.36), Rotation2d(Rads: -0.60, Deg: -34.46)), Curvature: 0.20), 
State(Sec: 15.78, Vel m/s: 1.81, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.65, Y: -3.42), Rotation2d(Rads: -0.58, Deg: -33.27)), Curvature: 0.21), 
State(Sec: 15.84, Vel m/s: 1.76, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.73, Y: -3.47), Rotation2d(Rads: -0.56, Deg: -32.03)), Curvature: 0.22), 
State(Sec: 15.89, Vel m/s: 1.70, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.82, Y: -3.52), Rotation2d(Rads: -0.54, Deg: -30.74)), Curvature: 0.23), 
State(Sec: 15.95, Vel m/s: 1.64, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.90, Y: -3.57), Rotation2d(Rads: -0.51, Deg: -29.38)), Curvature: 0.25), 
State(Sec: 16.01, Vel m/s: 1.58, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.99, Y: -3.62), Rotation2d(Rads: -0.49, Deg: -27.91)), Curvature: 0.27), 
State(Sec: 16.08, Vel m/s: 1.52, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.07, Y: -3.66), Rotation2d(Rads: -0.46, Deg: -26.33)), Curvature: 0.31), 
State(Sec: 16.14, Vel m/s: 1.46, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.16, Y: -3.70), Rotation2d(Rads: -0.43, Deg: -24.58)), Curvature: 0.35), 
State(Sec: 16.20, Vel m/s: 1.39, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.24, Y: -3.74), Rotation2d(Rads: -0.39, Deg: -22.63)), Curvature: 0.41), 
State(Sec: 16.27, Vel m/s: 1.33, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.32, Y: -3.77), Rotation2d(Rads: -0.36, Deg: -20.43)), Curvature: 0.48), 
State(Sec: 16.33, Vel m/s: 1.26, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.40, Y: -3.80), Rotation2d(Rads: -0.31, Deg: -17.91)), Curvature: 0.58), 
State(Sec: 16.39, Vel m/s: 1.20, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.48, Y: -3.82), Rotation2d(Rads: -0.26, Deg: -15.09)), Curvature: 0.66), 
State(Sec: 16.46, Vel m/s: 1.13, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.55, Y: -3.84), Rotation2d(Rads: -0.21, Deg: -12.00)), Curvature: 0.76), 
State(Sec: 16.52, Vel m/s: 1.07, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.62, Y: -3.85), Rotation2d(Rads: -0.15, Deg: -8.63)), Curvature: 0.87), 
State(Sec: 16.59, Vel m/s: 1.00, Accel m/s/s: -0.89, Pose: Pose2d(Translation2d(X: 7.69, Y: -3.86), Rotation2d(Rads: -0.09, Deg: -4.96)), Curvature: 0.99), 
State(Sec: 16.66, Vel m/s: 0.94, Accel m/s/s: -0.76, Pose: Pose2d(Translation2d(X: 7.75, Y: -3.86), Rotation2d(Rads: -0.02, Deg: -0.97)), Curvature: 1.13), 
State(Sec: 16.73, Vel m/s: 0.89, Accel m/s/s: -0.63, Pose: Pose2d(Translation2d(X: 7.82, Y: -3.86), Rotation2d(Rads: 0.06, Deg: 3.34)), Curvature: 1.26), 
State(Sec: 16.80, Vel m/s: 0.85, Accel m/s/s: -0.50, Pose: Pose2d(Translation2d(X: 7.88, Y: -3.86), Rotation2d(Rads: 0.14, Deg: 7.96)), Curvature: 1.40), 
State(Sec: 16.87, Vel m/s: 0.81, Accel m/s/s: -0.40, Pose: Pose2d(Translation2d(X: 7.94, Y: -3.85), Rotation2d(Rads: 0.22, Deg: 12.86)), Curvature: 1.52), 
State(Sec: 16.90, Vel m/s: 0.80, Accel m/s/s: -0.33, Pose: Pose2d(Translation2d(X: 7.96, Y: -3.84), Rotation2d(Rads: 0.27, Deg: 15.41)), Curvature: 1.58), 
State(Sec: 16.94, Vel m/s: 0.78, Accel m/s/s: -0.26, Pose: Pose2d(Translation2d(X: 7.99, Y: -3.83), Rotation2d(Rads: 0.31, Deg: 18.01)), Curvature: 1.62), 
State(Sec: 16.98, Vel m/s: 0.78, Accel m/s/s: -0.20, Pose: Pose2d(Translation2d(X: 8.02, Y: -3.82), Rotation2d(Rads: 0.36, Deg: 20.66)), Curvature: 1.66), 
State(Sec: 17.01, Vel m/s: 0.77, Accel m/s/s: -0.13, Pose: Pose2d(Translation2d(X: 8.04, Y: -3.81), Rotation2d(Rads: 0.41, Deg: 23.34)), Curvature: 1.69), 
State(Sec: 17.05, Vel m/s: 0.76, Accel m/s/s: -0.06, Pose: Pose2d(Translation2d(X: 8.07, Y: -3.80), Rotation2d(Rads: 0.45, Deg: 26.04)), Curvature: 1.72), 
State(Sec: 17.08, Vel m/s: 0.76, Accel m/s/s: 0.00, Pose: Pose2d(Translation2d(X: 8.09, Y: -3.79), Rotation2d(Rads: 0.50, Deg: 28.76)), Curvature: 1.73), 
State(Sec: 17.12, Vel m/s: 0.76, Accel m/s/s: 0.07, Pose: Pose2d(Translation2d(X: 8.12, Y: -3.77), Rotation2d(Rads: 0.55, Deg: 31.48)), Curvature: 1.72), 
State(Sec: 17.16, Vel m/s: 0.76, Accel m/s/s: 0.14, Pose: Pose2d(Translation2d(X: 8.14, Y: -3.76), Rotation2d(Rads: 0.60, Deg: 34.20)), Curvature: 1.71), 
State(Sec: 17.19, Vel m/s: 0.77, Accel m/s/s: 0.20, Pose: Pose2d(Translation2d(X: 8.16, Y: -3.74), Rotation2d(Rads: 0.64, Deg: 36.89)), Curvature: 1.69), 
State(Sec: 17.23, Vel m/s: 0.78, Accel m/s/s: 0.27, Pose: Pose2d(Translation2d(X: 8.18, Y: -3.73), Rotation2d(Rads: 0.69, Deg: 39.56)), Curvature: 1.66), 
State(Sec: 17.26, Vel m/s: 0.79, Accel m/s/s: 0.34, Pose: Pose2d(Translation2d(X: 8.20, Y: -3.71), Rotation2d(Rads: 0.74, Deg: 42.18)), Curvature: 1.62), 
State(Sec: 17.30, Vel m/s: 0.80, Accel m/s/s: 0.44, Pose: Pose2d(Translation2d(X: 8.23, Y: -3.69), Rotation2d(Rads: 0.78, Deg: 44.75)), Curvature: 1.57), 
State(Sec: 17.37, Vel m/s: 0.83, Accel m/s/s: 0.57, Pose: Pose2d(Translation2d(X: 8.26, Y: -3.65), Rotation2d(Rads: 0.87, Deg: 49.72)), Curvature: 1.46), 
State(Sec: 17.44, Vel m/s: 0.87, Accel m/s/s: 0.81, Pose: Pose2d(Translation2d(X: 8.30, Y: -3.60), Rotation2d(Rads: 0.95, Deg: 54.41)), Curvature: 1.33), 
State(Sec: 17.51, Vel m/s: 0.92, Accel m/s/s: 0.75, Pose: Pose2d(Translation2d(X: 8.33, Y: -3.55), Rotation2d(Rads: 1.03, Deg: 58.75)), Curvature: 1.17), 
State(Sec: 17.57, Vel m/s: 0.97, Accel m/s/s: 0.65, Pose: Pose2d(Translation2d(X: 8.36, Y: -3.49), Rotation2d(Rads: 1.09, Deg: 62.73)), Curvature: 1.06), 
State(Sec: 17.64, Vel m/s: 1.01, Accel m/s/s: 0.53, Pose: Pose2d(Translation2d(X: 8.39, Y: -3.44), Rotation2d(Rads: 1.16, Deg: 66.45)), Curvature: 0.97), 
State(Sec: 17.70, Vel m/s: 1.05, Accel m/s/s: 0.37, Pose: Pose2d(Translation2d(X: 8.42, Y: -3.38), Rotation2d(Rads: 1.22, Deg: 69.97)), Curvature: 0.91), 
State(Sec: 17.76, Vel m/s: 1.07, Accel m/s/s: 0.20, Pose: Pose2d(Translation2d(X: 8.44, Y: -3.31), Rotation2d(Rads: 1.28, Deg: 73.36)), Curvature: 0.87), 
State(Sec: 17.83, Vel m/s: 1.08, Accel m/s/s: 0.03, Pose: Pose2d(Translation2d(X: 8.45, Y: -3.25), Rotation2d(Rads: 1.34, Deg: 76.68)), Curvature: 0.85), 
State(Sec: 17.89, Vel m/s: 1.09, Accel m/s/s: -0.14, Pose: Pose2d(Translation2d(X: 8.47, Y: -3.18), Rotation2d(Rads: 1.40, Deg: 79.98)), Curvature: 0.85), 
State(Sec: 17.95, Vel m/s: 1.08, Accel m/s/s: -0.29, Pose: Pose2d(Translation2d(X: 8.48, Y: -3.11), Rotation2d(Rads: 1.45, Deg: 83.32)), Curvature: 0.86), 
State(Sec: 18.02, Vel m/s: 1.06, Accel m/s/s: -0.42, Pose: Pose2d(Translation2d(X: 8.48, Y: -3.05), Rotation2d(Rads: 1.51, Deg: 86.74)), Curvature: 0.89), 
State(Sec: 18.08, Vel m/s: 1.03, Accel m/s/s: -0.51, Pose: Pose2d(Translation2d(X: 8.49, Y: -2.98), Rotation2d(Rads: 1.58, Deg: 90.30)), Curvature: 0.94), 
State(Sec: 18.15, Vel m/s: 1.00, Accel m/s/s: -0.57, Pose: Pose2d(Translation2d(X: 8.48, Y: -2.91), Rotation2d(Rads: 1.64, Deg: 94.05)), Curvature: 1.01), 
State(Sec: 18.21, Vel m/s: 0.96, Accel m/s/s: -0.59, Pose: Pose2d(Translation2d(X: 8.48, Y: -2.85), Rotation2d(Rads: 1.71, Deg: 98.04)), Curvature: 1.09), 
State(Sec: 18.28, Vel m/s: 0.92, Accel m/s/s: -0.59, Pose: Pose2d(Translation2d(X: 8.46, Y: -2.78), Rotation2d(Rads: 1.79, Deg: 102.33)), Curvature: 1.19), 
State(Sec: 18.36, Vel m/s: 0.87, Accel m/s/s: -0.56, Pose: Pose2d(Translation2d(X: 8.45, Y: -2.72), Rotation2d(Rads: 1.87, Deg: 106.98)), Curvature: 1.31), 
State(Sec: 18.39, Vel m/s: 0.85, Accel m/s/s: -0.54, Pose: Pose2d(Translation2d(X: 8.44, Y: -2.69), Rotation2d(Rads: 1.91, Deg: 109.44)), Curvature: 1.37), 
State(Sec: 18.43, Vel m/s: 0.83, Accel m/s/s: -0.50, Pose: Pose2d(Translation2d(X: 8.43, Y: -2.66), Rotation2d(Rads: 1.96, Deg: 112.02)), Curvature: 1.44), 
State(Sec: 18.47, Vel m/s: 0.81, Accel m/s/s: -0.47, Pose: Pose2d(Translation2d(X: 8.41, Y: -2.63), Rotation2d(Rads: 2.00, Deg: 114.70)), Curvature: 1.51), 
State(Sec: 18.51, Vel m/s: 0.79, Accel m/s/s: 0.15, Pose: Pose2d(Translation2d(X: 8.40, Y: -2.60), Rotation2d(Rads: 2.05, Deg: 117.49)), Curvature: 1.58), 
State(Sec: 18.55, Vel m/s: 0.80, Accel m/s/s: 0.22, Pose: Pose2d(Translation2d(X: 8.38, Y: -2.57), Rotation2d(Rads: 2.10, Deg: 120.31)), Curvature: 1.56), 
State(Sec: 18.59, Vel m/s: 0.81, Accel m/s/s: 0.28, Pose: Pose2d(Translation2d(X: 8.37, Y: -2.55), Rotation2d(Rads: 2.15, Deg: 123.07)), Curvature: 1.53), 
State(Sec: 18.63, Vel m/s: 0.82, Accel m/s/s: 0.35, Pose: Pose2d(Translation2d(X: 8.35, Y: -2.52), Rotation2d(Rads: 2.19, Deg: 125.76)), Curvature: 1.49), 
State(Sec: 18.66, Vel m/s: 0.83, Accel m/s/s: 0.44, Pose: Pose2d(Translation2d(X: 8.33, Y: -2.50), Rotation2d(Rads: 2.24, Deg: 128.38)), Curvature: 1.44), 
State(Sec: 18.74, Vel m/s: 0.87, Accel m/s/s: 0.55, Pose: Pose2d(Translation2d(X: 8.29, Y: -2.45), Rotation2d(Rads: 2.33, Deg: 133.36)), Curvature: 1.33), 
State(Sec: 18.81, Vel m/s: 0.90, Accel m/s/s: 0.65, Pose: Pose2d(Translation2d(X: 8.25, Y: -2.40), Rotation2d(Rads: 2.41, Deg: 137.99)), Curvature: 1.22), 
State(Sec: 18.88, Vel m/s: 0.95, Accel m/s/s: 0.75, Pose: Pose2d(Translation2d(X: 8.20, Y: -2.36), Rotation2d(Rads: 2.48, Deg: 142.25)), Curvature: 1.11), 
State(Sec: 18.94, Vel m/s: 1.00, Accel m/s/s: 0.83, Pose: Pose2d(Translation2d(X: 8.14, Y: -2.33), Rotation2d(Rads: 2.55, Deg: 146.17)), Curvature: 1.00), 
State(Sec: 19.01, Vel m/s: 1.05, Accel m/s/s: 0.89, Pose: Pose2d(Translation2d(X: 8.09, Y: -2.29), Rotation2d(Rads: 2.61, Deg: 149.75)), Curvature: 0.90), 
State(Sec: 19.07, Vel m/s: 1.11, Accel m/s/s: 0.94, Pose: Pose2d(Translation2d(X: 8.03, Y: -2.26), Rotation2d(Rads: 2.67, Deg: 153.03)), Curvature: 0.82), 
State(Sec: 19.13, Vel m/s: 1.16, Accel m/s/s: 0.97, Pose: Pose2d(Translation2d(X: 7.97, Y: -2.23), Rotation2d(Rads: 2.72, Deg: 156.04)), Curvature: 0.74), 
State(Sec: 19.19, Vel m/s: 1.22, Accel m/s/s: 0.97, Pose: Pose2d(Translation2d(X: 7.91, Y: -2.20), Rotation2d(Rads: 2.77, Deg: 158.81)), Curvature: 0.67), 
State(Sec: 19.24, Vel m/s: 1.27, Accel m/s/s: 0.95, Pose: Pose2d(Translation2d(X: 7.84, Y: -2.18), Rotation2d(Rads: 2.82, Deg: 161.36)), Curvature: 0.62), 
State(Sec: 19.30, Vel m/s: 1.32, Accel m/s/s: 0.90, Pose: Pose2d(Translation2d(X: 7.77, Y: -2.16), Rotation2d(Rads: 2.86, Deg: 163.73)), Curvature: 0.57), 
State(Sec: 19.35, Vel m/s: 1.37, Accel m/s/s: 0.82, Pose: Pose2d(Translation2d(X: 7.71, Y: -2.14), Rotation2d(Rads: 2.90, Deg: 165.94)), Curvature: 0.53), 
State(Sec: 19.40, Vel m/s: 1.41, Accel m/s/s: 0.69, Pose: Pose2d(Translation2d(X: 7.64, Y: -2.12), Rotation2d(Rads: 2.93, Deg: 168.01)), Curvature: 0.50), 
State(Sec: 19.45, Vel m/s: 1.45, Accel m/s/s: 0.54, Pose: Pose2d(Translation2d(X: 7.57, Y: -2.11), Rotation2d(Rads: 2.97, Deg: 169.98)), Curvature: 0.48), 
State(Sec: 19.50, Vel m/s: 1.47, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.50, Y: -2.10), Rotation2d(Rads: 3.00, Deg: 171.85)), Curvature: 0.46), 
State(Sec: 19.54, Vel m/s: 1.52, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.43, Y: -2.09), Rotation2d(Rads: 3.03, Deg: 173.62)), Curvature: 0.43), 
State(Sec: 19.59, Vel m/s: 1.56, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.36, Y: -2.08), Rotation2d(Rads: 3.06, Deg: 175.24)), Curvature: 0.40), 
State(Sec: 19.63, Vel m/s: 1.61, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.30, Y: -2.08), Rotation2d(Rads: 3.08, Deg: 176.72)), Curvature: 0.36), 
State(Sec: 19.67, Vel m/s: 1.65, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.23, Y: -2.08), Rotation2d(Rads: 3.11, Deg: 178.05)), Curvature: 0.33), 
State(Sec: 19.71, Vel m/s: 1.69, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.16, Y: -2.08), Rotation2d(Rads: 3.13, Deg: 179.24)), Curvature: 0.29), 
State(Sec: 19.75, Vel m/s: 1.73, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.10, Y: -2.07), Rotation2d(Rads: -3.14, Deg: -179.72)), Curvature: 0.26), 
State(Sec: 19.79, Vel m/s: 1.76, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.03, Y: -2.08), Rotation2d(Rads: -3.12, Deg: -178.83)), Curvature: 0.22), 
State(Sec: 19.82, Vel m/s: 1.80, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.97, Y: -2.08), Rotation2d(Rads: -3.11, Deg: -178.09)), Curvature: 0.18), 
State(Sec: 19.89, Vel m/s: 1.87, Accel m/s/s: 0.72, Pose: Pose2d(Translation2d(X: 6.84, Y: -2.08), Rotation2d(Rads: -3.09, Deg: -177.08)), Curvature: 0.10), 
State(Sec: 19.95, Vel m/s: 1.91, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.72, Y: -2.09), Rotation2d(Rads: -3.08, Deg: -176.74)), Curvature: -0.00), 
State(Sec: 20.02, Vel m/s: 1.85, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.61, Y: -2.10), Rotation2d(Rads: -3.09, Deg: -177.15)), Curvature: -0.13), 
State(Sec: 20.07, Vel m/s: 1.79, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.50, Y: -2.10), Rotation2d(Rads: -3.12, Deg: -178.48)), Curvature: -0.31), 
State(Sec: 20.13, Vel m/s: 1.85, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.40, Y: -2.10), Rotation2d(Rads: 3.14, Deg: 179.86)), Curvature: -0.23), 
State(Sec: 20.19, Vel m/s: 1.91, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.29, Y: -2.10), Rotation2d(Rads: 3.12, Deg: 178.90)), Curvature: -0.08), 
State(Sec: 20.25, Vel m/s: 1.97, Accel m/s/s: 0.17, Pose: Pose2d(Translation2d(X: 6.16, Y: -2.10), Rotation2d(Rads: 3.12, Deg: 178.74)), Curvature: 0.02), 
State(Sec: 20.29, Vel m/s: 1.98, Accel m/s/s: -0.10, Pose: Pose2d(Translation2d(X: 6.09, Y: -2.10), Rotation2d(Rads: 3.12, Deg: 178.87)), Curvature: 0.04), 
State(Sec: 20.33, Vel m/s: 1.97, Accel m/s/s: 0.00, Pose: Pose2d(Translation2d(X: 6.01, Y: -2.09), Rotation2d(Rads: 3.13, Deg: 179.08)), Curvature: 0.05), 
State(Sec: 20.38, Vel m/s: 1.97, Accel m/s/s: 0.04, Pose: Pose2d(Translation2d(X: 5.91, Y: -2.09), Rotation2d(Rads: 3.13, Deg: 179.33)), Curvature: 0.05), 
State(Sec: 20.44, Vel m/s: 1.98, Accel m/s/s: 0.05, Pose: Pose2d(Translation2d(X: 5.80, Y: -2.09), Rotation2d(Rads: 3.13, Deg: 179.60)), Curvature: 0.04), 
State(Sec: 20.50, Vel m/s: 1.98, Accel m/s/s: 0.04, Pose: Pose2d(Translation2d(X: 5.68, Y: -2.09), Rotation2d(Rads: 3.14, Deg: 179.88)), Curvature: 0.04), 
State(Sec: 20.53, Vel m/s: 1.98, Accel m/s/s: 0.04, Pose: Pose2d(Translation2d(X: 5.61, Y: -2.09), Rotation2d(Rads: -3.14, Deg: -179.98)), Curvature: 0.03), 
State(Sec: 20.57, Vel m/s: 1.98, Accel m/s/s: 0.04, Pose: Pose2d(Translation2d(X: 5.54, Y: -2.09), Rotation2d(Rads: -3.14, Deg: -179.85)), Curvature: 0.03), 
State(Sec: 20.60, Vel m/s: 1.98, Accel m/s/s: 0.03, Pose: Pose2d(Translation2d(X: 5.47, Y: -2.09), Rotation2d(Rads: -3.14, Deg: -179.72)), Curvature: 0.03), 
State(Sec: 20.64, Vel m/s: 1.99, Accel m/s/s: 0.03, Pose: Pose2d(Translation2d(X: 5.39, Y: -2.09), Rotation2d(Rads: -3.13, Deg: -179.59)), Curvature: 0.03), 
State(Sec: 20.69, Vel m/s: 1.99, Accel m/s/s: 0.03, Pose: Pose2d(Translation2d(X: 5.30, Y: -2.09), Rotation2d(Rads: -3.13, Deg: -179.47)), Curvature: 0.02), 
State(Sec: 20.73, Vel m/s: 1.99, Accel m/s/s: 0.02, Pose: Pose2d(Translation2d(X: 5.21, Y: -2.09), Rotation2d(Rads: -3.13, Deg: -179.35)), Curvature: 0.02), 
State(Sec: 20.78, Vel m/s: 1.99, Accel m/s/s: 0.02, Pose: Pose2d(Translation2d(X: 5.12, Y: -2.09), Rotation2d(Rads: -3.13, Deg: -179.24)), Curvature: 0.02), 
State(Sec: 20.83, Vel m/s: 1.99, Accel m/s/s: 0.02, Pose: Pose2d(Translation2d(X: 5.02, Y: -2.10), Rotation2d(Rads: -3.13, Deg: -179.13)), Curvature: 0.02), 
State(Sec: 20.88, Vel m/s: 1.99, Accel m/s/s: 0.01, Pose: Pose2d(Translation2d(X: 4.91, Y: -2.10), Rotation2d(Rads: -3.12, Deg: -179.02)), Curvature: 0.02), 
State(Sec: 20.94, Vel m/s: 1.99, Accel m/s/s: 0.03, Pose: Pose2d(Translation2d(X: 4.80, Y: -2.10), Rotation2d(Rads: -3.12, Deg: -178.92)), Curvature: 0.02), 
State(Sec: 21.00, Vel m/s: 1.99, Accel m/s/s: 0.02, Pose: Pose2d(Translation2d(X: 4.68, Y: -2.10), Rotation2d(Rads: -3.12, Deg: -178.83)), Curvature: 0.01), 
State(Sec: 21.06, Vel m/s: 2.00, Accel m/s/s: 0.02, Pose: Pose2d(Translation2d(X: 4.56, Y: -2.10), Rotation2d(Rads: -3.12, Deg: -178.75)), Curvature: 0.01), 
State(Sec: 21.09, Vel m/s: 2.00, Accel m/s/s: 0.02, Pose: Pose2d(Translation2d(X: 4.49, Y: -2.11), Rotation2d(Rads: -3.12, Deg: -178.72)), Curvature: 0.01), 
State(Sec: 21.13, Vel m/s: 2.00, Accel m/s/s: 0.02, Pose: Pose2d(Translation2d(X: 4.43, Y: -2.11), Rotation2d(Rads: -3.12, Deg: -178.70)), Curvature: 0.01), 
State(Sec: 21.16, Vel m/s: 2.00, Accel m/s/s: 0.01, Pose: Pose2d(Translation2d(X: 4.36, Y: -2.11), Rotation2d(Rads: -3.12, Deg: -178.67)), Curvature: 0.01), 
State(Sec: 21.19, Vel m/s: 2.00, Accel m/s/s: 0.01, Pose: Pose2d(Translation2d(X: 4.29, Y: -2.11), Rotation2d(Rads: -3.12, Deg: -178.65)), Curvature: 0.00), 
State(Sec: 21.23, Vel m/s: 2.00, Accel m/s/s: 0.01, Pose: Pose2d(Translation2d(X: 4.22, Y: -2.11), Rotation2d(Rads: -3.12, Deg: -178.63)), Curvature: 0.00), 
State(Sec: 21.26, Vel m/s: 2.00, Accel m/s/s: 0.01, Pose: Pose2d(Translation2d(X: 4.15, Y: -2.11), Rotation2d(Rads: -3.12, Deg: -178.62)), Curvature: 0.00), 
State(Sec: 21.30, Vel m/s: 2.00, Accel m/s/s: 0.01, Pose: Pose2d(Translation2d(X: 4.08, Y: -2.12), Rotation2d(Rads: -3.12, Deg: -178.61)), Curvature: 0.00), 
State(Sec: 21.34, Vel m/s: 2.00, Accel m/s/s: 0.01, Pose: Pose2d(Translation2d(X: 4.01, Y: -2.12), Rotation2d(Rads: -3.12, Deg: -178.59)), Curvature: 0.00), 
State(Sec: 21.37, Vel m/s: 2.00, Accel m/s/s: 0.01, Pose: Pose2d(Translation2d(X: 3.93, Y: -2.12), Rotation2d(Rads: -3.12, Deg: -178.59)), Curvature: 0.00), 
State(Sec: 21.41, Vel m/s: 2.00, Accel m/s/s: 0.01, Pose: Pose2d(Translation2d(X: 3.86, Y: -2.12), Rotation2d(Rads: -3.12, Deg: -178.58)), Curvature: 0.00), 
State(Sec: 21.45, Vel m/s: 2.00, Accel m/s/s: 0.01, Pose: Pose2d(Translation2d(X: 3.78, Y: -2.12), Rotation2d(Rads: -3.12, Deg: -178.58)), Curvature: 0.00), 
State(Sec: 21.49, Vel m/s: 2.00, Accel m/s/s: 0.00, Pose: Pose2d(Translation2d(X: 3.70, Y: -2.13), Rotation2d(Rads: -3.12, Deg: -178.57)), Curvature: 0.00), 
State(Sec: 21.53, Vel m/s: 2.00, Accel m/s/s: -0.01, Pose: Pose2d(Translation2d(X: 3.62, Y: -2.13), Rotation2d(Rads: -3.12, Deg: -178.57)), Curvature: -0.00), 
State(Sec: 21.57, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 3.54, Y: -2.13), Rotation2d(Rads: -3.12, Deg: -178.57)), Curvature: -0.00), 
State(Sec: 21.61, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 3.46, Y: -2.13), Rotation2d(Rads: -3.12, Deg: -178.58)), Curvature: -0.00), 
State(Sec: 21.65, Vel m/s: 2.00, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 3.38, Y: -2.13), Rotation2d(Rads: -3.12, Deg: -178.58)), Curvature: -0.00), 
